id,covidence_id,pathogen,access_param_id,parameter_data_id,article_id,name_data_entry,parameter_type,parameter_from_figure,parameter_value,exponent,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical_approach,parameter_uncertainty_single_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_paired,parameter_2_value,exponent_2,parameter_2_lower_bound,parameter_2_upper_bound,inverse_param_2,parameter_2_unit,method_2_from_supplement,parameter_2_statistical_approach,parameter_2_uncertainty_single_value,parameter_2_uncertainty_type,parameter_2_uncertainty_lower_value,parameter_2_uncertainty_upper_value,genome_site,genomic_sequence_available,method_r,r_pathway,other_delay_start,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,case_definition,seroprevalence_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_only,method_disaggregated_by,population_sex,population_sample_size,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,parameter_context_location_type,method_moment_value,urban_rural_area,data_available,parameter_notes,riskfactor_outcome,distribution_type,distribution_par1_type,distribution_par1_value,distribution_par2_type,distribution_par2_value,distribution_par2_uncertainty,parameter_2_value_type,parameter_2_sample_paired_lower,parameter_2_sample_paired_upper,distribution_2_type,distribution_2_par1_type,distribution_2_par1_value,distribution_2_par2_type,distribution_2_par2_value,distribution_2_par2_uncertainty,distribution_par1_uncertainty,parameter_2_uncertainty_single_type,distribution_2_par1_uncertainty,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,paramater_value_type,parameter_class,parameter_bounds,uncertainty_bounds,parameter_2_bounds,uncertainty_2_bounds,parameter_2_sample_bounds,comb_par1_uncertainty_type,comb_par1_uncertainty,comb_par2_uncertainty_type,comb_par2_uncertainty
f055e759047d19cd096f3b763fbf9dad,947,Nipah virus,192_003,de53b74ed132bfa4fb16d279cde88209,192,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Occupation,Other",Other,Significant,Not adjusted,NA,NA,NA,Both,73,Community based,Mixed groups,4,60,Bangladesh,Faridpur,district,NA,Unspecified,Not available,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,01,2010,28,01,2010,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f055e759047d19cd096f3b763fbf9dad,947,Nipah virus,192_004,4817ff405d5a90ae7e8ed74e3bf14bfd,192,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Sex,Other",NA,Not significant,Not adjusted,NA,NA,NA,Both,73,Community based,Mixed groups,4,60,Bangladesh,Faridpur,district,NA,Unspecified,Not available,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,01,2010,28,01,2010,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f055e759047d19cd096f3b763fbf9dad,947,Nipah virus,192_005,64781b2355357040eb6c1138775ac90b,192,Christian Morgenstern,Seroprevalence - IgM,FALSE,12,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,106,Naive,Confirmed,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,106,Population based,Persons under investigation,NA,NA,Bangladesh,Faridpur,district,NA,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01,2010,NA,04,2010,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ad7b14c5ac3e0c7155d37adbd869c10,950,Nipah virus,189_001,c8fc8a6af155a81c9b01557dd6e73a28,189,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Other",NA,Significant,Adjusted,FALSE,FALSE,NA,NA,NA,Population based,General population,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,NA,Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,NA,2015,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
0ad7b14c5ac3e0c7155d37adbd869c10,950,Nipah virus,189_002,519dd2c09ec6c83ab6c7bc0be0cfb4fe,189,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environmental,NA,Not significant,Adjusted,NA,NA,NA,NA,NA,Population based,General population,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,NA,Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,1998,NA,NA,2015,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_001,0aa0d7f509370d2a77ced2532d7ac895,190,Christian Morgenstern,Severity - case fatality rate (CFR),FALSE,88,0,63,100,FALSE,Percentage (%),Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,43,Naive,Other,NA,NA,NA,NA,NA,TRUE,FALSE,Region,Both,43,Population based,Persons under investigation,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,CFR for confirmed and probable cases combined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Severity,63 - 100,NA,NA,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_002,36d4cb6046eb15fb556e27d6d414ddb4,190,Christian Morgenstern,Human delay - symptom onset>death,FALSE,5.5,0,5,10.5,FALSE,Days,Median,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,1,47,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Region,Both,43,Population based,Persons under investigation,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Human delay,5 - 10.5,NA,1 - 47,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_003,3c10243804901542e703b19dc4993714,190,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Contact with animal,Sex,Other",NA,Significant,Not adjusted,NA,NA,NA,Both,43,Population based,Mixed groups,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,case-control study for risk factor,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_004,1d70d839a1a45fb5ff5236db6bd4e314,190,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Other",NA,Not significant,Not adjusted,NA,NA,NA,Both,43,Population based,Mixed groups,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,contact with animal (other than bat) not significant,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_005,aa1e6f2c2eced62e95ec1c5eda18f8f6,190,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Contact with animal,Sex,Other",NA,Significant,Adjusted,NA,NA,NA,Both,43,Population based,Mixed groups,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3d7f400e8ee934b230d3c5e564db422,956,Nipah virus,190_006,6b646a364ed0141c13c2d79e968448eb,190,Christian Morgenstern,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Other",NA,Not significant,Adjusted,NA,NA,NA,Both,43,Population based,Mixed groups,2,55,Bangladesh,Lalmonirhat; Dinajpur; Rajbari; Rangpur,district,NA,Unspecified,Not available,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,2010,01,03,2011,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
3cee98d08dfd0d66594e986a7a0163fe,960,Nipah virus,166_001,4fba4e3fd752bf86ff9831c360161a6d,166,Anna-Maria Hartner,Seroprevalence - IgM,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,Naive,Suspected,Naive,NA,NA,NA,NA,FALSE,FALSE,NA,Both,11,Community based,Persons with symptoms,NA,NA,Bangladesh,Haripur Upazila,subdistrict,Mid outbreak,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,01,2007,28,02,2007,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
3cee98d08dfd0d66594e986a7a0163fe,960,Nipah virus,166_002,ce6afbfa1b19903523497b888b09643f,166,Anna-Maria Hartner,Human delay - symptom onset>death,FALSE,5.6,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,5,7,FALSE,Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,3,Community based,Persons with symptoms,NA,NA,Bangladesh,Haripur Upazila,subdistrict,Mid outbreak,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,01,2007,28,02,2007,NA,Human delay,NA,NA,5 - 7,NA,NA,NA,NA,NA,NA
3cee98d08dfd0d66594e986a7a0163fe,960,Nipah virus,166_003,4860dccd589c9c4ced6b2a1ace2d7ef4,166,Anna-Maria Hartner,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Both,7,Community based,Persons with symptoms,19,30,Bangladesh,Haripur Upazila,subdistrict,Mid outbreak,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,01,2007,28,02,2007,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
3cee98d08dfd0d66594e986a7a0163fe,960,Nipah virus,166_004,fbc385f0446db26cd6616509ca5be7a9,166,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Sex,Other",NA,Not significant,Not adjusted,FALSE,FALSE,NA,Both,7,Community based,Persons with symptoms,19,30,Bangladesh,Haripur Upazila,subdistrict,Mid outbreak,Unspecified,NA,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,01,2007,28,02,2007,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
3cee98d08dfd0d66594e986a7a0163fe,960,Nipah virus,166_005,c0f31f679cdc7cb72645b6f3f72ff0dd,166,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Other",NA,Significant,Not adjusted,FALSE,FALSE,NA,Both,7,Community based,Persons with symptoms,19,30,Bangladesh,Haripur Upazila,subdistrict,Mid outbreak,Unspecified,NA,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,01,2007,28,02,2007,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
0a9ea790aa5ed3eb9f66248182ef4b6f,976,Nipah virus,167_001,ccd62b68b68c5eec701a4e00aa5cd1e9,167,Anna-Maria Hartner,Seroprevalence - IgM,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,Naive,Suspected,Naive,NA,NA,NA,NA,NA,NA,NA,Unspecified,4,Community based,Persons with symptoms,NA,NA,Bangladesh,Sadar Upazila,Subdistrict,Mid outbreak,Unspecified,NA,10 days after illness onset,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03,2007,NA,04,2007,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
0a9ea790aa5ed3eb9f66248182ef4b6f,976,Nipah virus,167_002,5428b26abab20e44ba0d18ae9a9ab977,167,Anna-Maria Hartner,Human delay - symptom onset>death,FALSE,4,0,NA,NA,FALSE,Days,Mean,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,1,7,FALSE,Days,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,5,Community based,Persons with symptoms,NA,NA,Bangladesh,Sadar Upazila,Subdistrict,Mid outbreak,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03,2007,NA,04,2007,NA,Human delay,NA,NA,1 - 7,NA,NA,NA,NA,NA,NA
0a9ea790aa5ed3eb9f66248182ef4b6f,976,Nipah virus,167_003,a5d7ea79c947f90bdddd3215bb25445e,167,Anna-Maria Hartner,Severity - case fatality rate (CFR),FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,Naive,Suspected,Naive,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,8,Community based,Persons with symptoms,27,55,Bangladesh,Sadar Upazila,Subdistrict,Mid outbreak,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03,2007,NA,04,2007,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
0a9ea790aa5ed3eb9f66248182ef4b6f,976,Nipah virus,167_004,7261e510645388dfae745c89d7df0346,167,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Contact with animal,Sex,Other",NA,Not significant,Not adjusted,NA,NA,NA,Unspecified,8,Community based,Persons with symptoms,27,55,Bangladesh,Sadar Upazila,Subdistrict,Mid outbreak,Unspecified,NA,NA,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03,2007,NA,04,2007,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
6d7a420d741c51c364e6eded7ae87c07,996,Nipah virus,168_001,4d0ab06e9658cc38a933837242201e7b,168,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Contact with animal,Occupation,Other",NA,Not significant,Adjusted,NA,NA,NA,Both,NA,Population based,Persons under investigation,0.5,75,Bangladesh,NA,NA,Unspecified,Unspecified,NA,Analysis adjusted for age and sex. 157 cases and 632 controls included in this risk factor study. Age ranges are for cases.,Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,2012,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
6d7a420d741c51c364e6eded7ae87c07,996,Nipah virus,168_002,dcdfa542a8a2834b219ebc5cf6fdcd5e,168,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Close contact,Other",NA,Significant,Adjusted,FALSE,FALSE,NA,Both,NA,Population based,Persons under investigation,0.5,75,Bangladesh,NA,NA,Unspecified,Unspecified,NA,"Adjusted for age and sex. Population ages are given for cases. 157 cases, 632 controls.",Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,2012,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
6d7a420d741c51c364e6eded7ae87c07,996,Nipah virus,168_003,fff9ffde78090d96341ac71a0bb65baf,168,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Significant,Adjusted,NA,NA,NA,Both,367,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,NA,"Adjusted for age, sex, close contact, and date palm sap consumption.",Infection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,2012,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f97eb2b4208810996e8d6168e3beb31a,1007,Nipah virus,170_001,9f3e9c634f6ec35f7c5b46ea83540a7a,170,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental,Other",NA,Significant,Not adjusted,NA,NA,NA,NA,NA,Population based,Other,NA,NA,Bangladesh,Central; Northwest Bangladesh,NA,Post outbreak,Unspecified,NA,"Case control of villages. A case village was defined as any village where a Nipah virus casepatient was identified between 2001 and 2011, and where the infection was apparently introduced from a spillover event from the bat reservoir. Examined bat roots, land characteristics, ecological characteristics, population density.",Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,NA,NA,12,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f97eb2b4208810996e8d6168e3beb31a,1007,Nipah virus,170_002,1dce2ac8dc584cb2e03acddf47d3f76f,170,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental,Other",NA,Not significant,Not adjusted,NA,NA,NA,NA,NA,Population based,Other,NA,NA,Bangladesh,Central; Northwest Bangladesh,NA,Post outbreak,Unspecified,NA,"Case control of villages. A case village was defined as any village where a Nipah virus casepatient was identified between 2001 and 2011, and where the infection was apparently introduced from a spillover event from the bat reservoir. Examined bat roots, land characteristics, ecological characteristics, population density.",Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,NA,NA,12,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f97eb2b4208810996e8d6168e3beb31a,1007,Nipah virus,170_003,051bb90a2dbbbae6c20127aface14f3f,170,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental,Other",NA,Significant,Adjusted,NA,NA,NA,NA,NA,Population based,Other,NA,NA,Bangladesh,Central; Northwest Bangladesh,NA,Post outbreak,Unspecified,NA,"Adjusted for a select set of variables found in the table. Case control of villages. A case village was defined as any village where a Nipah virus casepatient was identified between 2001 and 2011, and where the infection was apparently introduced from a spillover event from the bat reservoir. Examined bat roots, land characteristics, ecological characteristics, population density.",Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,NA,NA,12,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
f97eb2b4208810996e8d6168e3beb31a,1007,Nipah virus,170_004,dd8cd52e6eb11d57da2bfc1b7eccc6c0,170,Anna-Maria Hartner,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Environmental,Other",NA,Not significant,Adjusted,NA,NA,NA,NA,NA,Population based,Other,NA,NA,Bangladesh,Central; Northwest Bangladesh,NA,Post outbreak,Unspecified,NA,"Adjusted for a select set of variables found in the table. Case control of villages. A case village was defined as any village where a Nipah virus casepatient was identified between 2001 and 2011, and where the infection was apparently introduced from a spillover event from the bat reservoir. Examined bat roots, land characteristics, ecological characteristics, population density.",Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,NA,NA,12,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
a2f05cd459083ca750c18b775fb02f83,1030,Nipah virus,101_001,7df34cb2cc00dd4d9b12a48b275c28e2,101,Joseph Hicks,Reproduction number (Basic R0),FALSE,NA,0,0.75,0.88,FALSE,No units,Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,Empirical (contact tracing),Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Other,Unspecified,NA,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,NA,Unspecified,Not available,R0 calculated for each cluster identified with human-to-human transmission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,2006,NA,09,2011,NA,Reproduction number,0.75 - 0.88,NA,NA,NA,NA,NA,NA,NA,NA
a2f05cd459083ca750c18b775fb02f83,1030,Nipah virus,101_002,e4c6d2d8887b67120d8f85dc7b622a0f,101,Joseph Hicks,Seroprevalence - IgM,FALSE,22,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,127,Naive,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,127,Hospital based,Mixed groups,NA,NA,Bangladesh,NA,NA,NA,NA,Not available,"Used a cluster-based surveillance approach: of patients with encephalitis, identified clusters based on proximity in time and space, the only tested 1 person per cluster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,2006,NA,09,2011,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
a2f05cd459083ca750c18b775fb02f83,1030,Nipah virus,101_003,a990696e9ebb9dc6b29d78e5abdbcda7,101,Joseph Hicks,Seroprevalence - IgM,FALSE,4,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,608,Naive,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Time,Unspecified,608,Hospital based,Persons with symptoms,NA,NA,Bangladesh,NA,NA,NA,Unspecified,Not available,Tested all patients with meningoencephalitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02,2006,NA,09,2011,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
